EGION,TOTAL AMOUNT SPEND,,,,,,,,,,
HEAD OFFICE,53402159.91,,,,,,,,,,
GAUTENG,20546435.70,,,,,,,,,,
WESTEN CAPE,31819147.82,,,,,,,,,,
EASTEN CAPE,10240353.52,,,,,,,,,,
LIMPOPO MPUMALANGA AND NOTHWEST,11095455.88,,,,,,,,,,
FEESTATE AND NOTHEN CAPE EGION,8071331.90,,,,,,,,,,
KWAZULU NATAL,26434006.23,,,,,,,,,,
TOTAL AMOUNT,127103552.83,,,,,,,,,,
HEAD OFFICE,,,,,,,,,,,
ITEM DESCIPTION,SUPPLIE NAME,COMPANY EGISTATION NO,POCUEMENT POCESS FOLLOWED,ODE DATE,UNIT OF MEASUE,UNIT PICE,ODE QUANTITY,TOTAL PICE,,,
Ncome,Fumigation/Decontamination,"entokill and Total pest sevice
management and Pestkil Health
and vegetation contol",2004/027225/23,QUOTATIONS,,AC-404656,4/7/2020,1,35000.00,35000.00,
Ncome,Mico Biocide (100x6g),Hychem (Pty) Ltd,2012/045088/07,QUOTATIONS,EACH,AC-404652,4/9/2020,200,118.00,27140.00,
Ncome,Hand Sanitise with 70% alcohol (1 lite),Hychem (Pty) Ltd,2012/045088/07,QUOTATIONS,EACH,AC-404653,4/9/2020,13,1552.50,20182.50,
Ncome,Bleach,Eddas Tading,2015/204423/07,QUOTATIONS,LITE,AC-404651,4/9/2020,2500,6.00,15000.00,
Ncome,"Aponplasticfull bodysingle useno-noise smooth
plastic mateial",Medi-Coe Technologies,2013/198711/07,Contact,EACH,AC-404655,4/14/2020,50000,0.32,16000.00,
Ncome,Sleevepotectosingle use,Medi-Coe Technologies,2013/198711/07,Contact,EACH,AC-404654,4/14/2020,50000,0.22,11000.00,
Ncome,Antibacteial Liquid Soap,NDZOA TADING CC,2007/143827/23,QUOTATIONS,each,AC-404661,4/15/2020,2500,480.00,48000.00,
Ncome,PVC Facial Visos,Hychem (Pty) Ltd,2012/045088/07,QUOTATIONS,each,AC-404660,4/15/2020,2500,11.00,32352.94,
Ncome,Yellow Gloves (Cleaning gloves),Ayenzo Constuction,2016/180974/07,QUOTATIONS,pai,AC-404659,4/15/2020,500,33.79,16895.00,
Ncome,"Aponplasticfull bodysingle useno-noise smooth
plastic mateial",Medi-Coe Technologies,2013/198711/07,QUOTATIONS,each,AC-404658,4/15/2020,50000,0.54,27150.00,
Ncome,Sani-hands hands fee dispence,PN Medical,2007/031947/07,QUOTATIONS,each,AC-404664,4/15/2020,26,914.25,23770.50,
Ncome,Sani-hands hands efill-isopopanol 1 lite,PN Medical,2007/031947/07,QUOTATIONS,each,AC-404664,4/15/2020,130,212.75,27657.50,
Ncome,Batteies- C Cell Alkaline,PN Medical,2007/031947/07,QUOTATIONS,each,AC-404664,4/15/2020,1000,27.60,27600.00,
,Couie / tanspot costs,PN Medical,2007/031947/07,QUOTATIONS,each,AC-404664,4/15/2020,1,3507.50,3507.50,
Ncome,Goggles geneal fo dust,Covenant Tading,2016/521035/07,QUOTATIONS,each,AI-663609,3/24/2020,100,32.00,3200.00,
Ncome,Gumboots (Wayne gumboot),Dual Dynamics Solutions (Pty) Ltd,2019/005337/07,QUOTATIONS,pai,AI-3647,4/3/2020,50,199.99,9999.50,
Nome,"Aponplasticfull bodysingle useno-noise smooth
plastic mateial (yellow)",Medi-Coe Technologies,2013/198711/07,Invited quotations,each,AC-404672,4/24/2020,10000,0.54,5430.00,
KOKSTAD,Pape Towel 235mmx360mm (1 ply),Pomed Technologies,2014/162486/07,T32,oll,AI-663602,4/3/2020,400,55.75,22300.00,
Ncome,HB Mete Digital,CLASS THEE MEDICAL SOLUTION,2017/535986/07,T2,each,AC-404667,4/17/2020,5,3250.00,16250.00,
KOKSTAD,Pulse Oximete on desktop,CLASS THEE MEDICAL SOLUTION,2017/535986/07,T2,each,AI-663604,3/20/2020,5,5561.40,27807.00,
Ncome,Stethoscope Classic Dual Head,CLASS THEE MEDICAL SOLUTION,2017/535986/07,T2,each,AC-404665,4/17/2020,20,114.98,2298.80,
Ncome,BP Cuffs Adult (25-35),CLASS THEE MEDICAL SOLUTION,2017/535986/07,T2,each,AC-404665,4/17/2020,10,125.10,1251.00,
Ncome,Double Flow Mete with Ball Tube,CLASS THEE MEDICAL SOLUTION,2017/535986/07,T2,each,AC-404665,4/17/2020,10,1079.80,10798.00,
Ncome,Ambi Oval Plus Silicone esuscitate,CLASS THEE MEDICAL SOLUTION,2017/535986/07,T2,each,AC-404665,4/17/2020,5,1138.50,5692.50,
Ncome,CP DOLL,CLASS THEE MEDICAL SOLUTION,2017/535986/07,T2,EACH,AC-404665,4/17/2020,1,6918.58,6918.58,
Ncome,Layngeal mask,CLASS THEE MEDICAL SOLUTION,2017/535986/07,T2,EACH,AC-404665,4/17/2020,10,188.35,1883.50,
Ncome,Layngoscope set adult,CLASS THEE MEDICAL SOLUTION,2017/535986/07,T2,each,AC-404666,4/17/2020,5,4150.55,20752.75,
Ncome,Endotacheal tube 6.6,CLASS THEE MEDICAL SOLUTION,2017/535986/07,T2,each,AC-404666,4/17/2020,15,98.65,1479.75,
Ncome,Endotacheal tube 5.7,CLASS THEE MEDICAL SOLUTION,2017/535986/07,T2,each,AC-404666,4/17/2020,15,98.65,1479.75,
Ncome,Endotacheal tube 7.5,CLASS THEE MEDICAL SOLUTION,2017/535986/07,T2,each,AC-404666,4/17/2020,15,98.65,1479.75,
Ncome,,,,,,,,,,,
Ncome,NCOME MANAGEMENT AEA,,,,,,,,,,
Ncome,Cloth Masks,Shongololo Pints,2015/061732/07,Deviation,each,AC-085301,17/04/2020,3200,23.36,74749.00,
Ncome,Sugical masks,Masithabe Tading,2009/196595/23,Deviation,each,G-557750,17/04/2020,10000,22.50,225000.00,
Pietemaitzbug,Alcohol based hand sanitise,,,,,,,,,,
Pietemaitzbug,Anti bacteia Hand soap,Hychem (Pty)Ltd,2012/045088/07,Deviation,Lite,G-557749,16/04/2020,250,36.80,9200.00,
Pietemaitzbug,Bleach,Hychem (Pty)Ltd,2012/045088/07,Deviation,Lite,G-557749,16/04/2020,375,17.48,6555.00,
Pietemaitzbug,Biocide D,Hychem (Pty)Ltd,2012/045088/07,Deviation,gam,G-557749,16/04/2020,600,1.01,603.75,
Pietemaitzbug,Pape towels,Hychem (Pty)Ltd,2012/045088/07,Deviation,box (12 packs),G-557749,16/04/2020,6,641.70,3850.20,
Pietemaitzbug,Biocide D,inspect-a-Pest,2007/009937/23,Deviation,Lite,AC-085346,23/07/2020,4800,41.40,198720.00,
Pietemaitzbug,Heavy duty ubbe cleaning glove,Buzzi Cicle Entepise,2017/103765/07,Deviation,Pai,G-557748,08/04/2020,1929,15.00,28935.00,
Pietemaitzbug,Plastic Coveed Matesses,Ajohuntegh South Afica,2001/016670/07,T24,each,G-557739,27/03/2020,300,1065.30,319590.00,
Pietemaitzbug,Matess Cove fo hospitals,Ajohuntegh South Afica,2001/016670/07,T24,each,G-557739,27/03/2020,300,474.81,142443.00,
Pietemaitzbug,N95 Masks,ainbow Moon Sevices,2015/026580/07,Deviation,each,G-557730,23/03/2020,700,60.00,42000.00,
Pietemaitzbug,latex powde fee gloves (non-steile),ainbow Moon Sevices,2015/026580/07,Deviation,Pai,G-557730,23/03/2020,3000,1.65,4950.00,
Pietemaitzbug,Wate boot (gumboots),BBF Safety Goup,2014/095914/07,T59/2019,Pai,G-557721,19/03/2020,300,164.35,49305.00,
Pietemaitzbug,Spill kits biological,Hychem (Pty)Ltd,2012/045088/07,Deviation,box (6),G-557749,16/04/2020,48,1552.50,74520.00,
Pietemaitzbug,Boot coves,Hychem (Pty) Ltd,2012/045088/07,Deviation,pack,G-557749,1604/2020,3,143.75,431.25,
Pietemaitzbug,"Sanitize (handheld)                             Anti Bacteia Hand
soap",HMS,1997/008746/23,Deviation /Petty Cash,Lite,Petty Cash,24/03/2020,"15
15",52.84,1585.20,
Pietemaitzbug,Sanitize (handheld),Bas Phamaceuticals,2012/056577/07,T300/2017,each (50ml),G-557722,19/03/2020,3500,2.77,9695.00,
Pietemaitzbug,Sanitize (handheld),Bas Phamaceuticals,2012/056577/07,T300/2017,each (500ml),G-557722,19/03/2020,3500,15.92,55720.00,
Pietemaitzbug,Sanitize ( handheld ),ainbow Moon Sevices,2015/026580/07,Deviation,Lite,G-557731,23/03/2020,500,120.00,48000.00,
Pietemaitzbug,Disposable potective clothing fo medical use,Mwelase Family (PTY)Ltd,2016/336320/07,Deviation,each,G-557746,03/04/2020,100,39.60,39600.00,
Ncome,Disposable coveall suits,Hychem (Pty)Ltd,2012/045088/07,Deviation,each,AC-085327,02/07/2020,500,120.00,69000.00,
Ncome,Full face shield,Hychem (Pty)Ltd,2012/045088/07,Deviation,each,AC-085327,02/07/2020,850,40.25,34212.50,
Ncome,Disposable Gown,Hychem (Pty)Ltd,2012/045088/07,Deviation,each,AC-085327,02/072020,1000,86.25,86250.00,
Ncome,Infaed electic themomete,Hychem (Pty) Ltd,2012/045088/07,Deviation,each,AC-085327,02/07/2020,25,1200.00,34500.00,
Pietemaitzbug,,,,,,,,,,,
Pietemaitzbug,PIETEMAITZBUG MANAGEMENT AEA,,,,,,,,,,
Pietemaitzbug,Sugical masks,COVENANT TADING,2016/521035/07,QUOTATION,BOX,AC-404615,3/24/2020,40,725.00,29000.00,
Pietemaitzbug,Sugical masks,LLTD AFFECTION PTY,2018/287742/07,QUOTATION,EA,AC-404641,3/26/2020,428,69.95,29938.60,
Pietemaitzbug,Sugical masks,GCEKWANE TADING,2014/141605/07,QUOTATION,EA,AC-404637,3/27/2020,420,70.00,29400.00,
Pietemaitzbug,Sugical masks,DALAWANE TADING,2007/087171/23,QUOTATION,EA,AC-404628,3/25/2020,250,120.00,30000.00,
Pietemaitzbug,BIOCIDE D,CLASS THEE MEDICAL,2017/535986/07,QUOTATION,BOX,AC-404606,3/23/2020,30,268.16,8043.46,
Pietemaitzbug,Bleach 25lt,QUOTATION,EACH,320,           333.34,                         106683.20,,,,,
Pietemaitzbug,Dynamaps,T2-1-2016,EA,10,      18762.87,                         163155.40,,,,,
Pietemaitzbug,Spill Kits Biological,QUOTATION,EA,255,        1637.60,                         357000.00,,,,,
Pietemaitzbug,Tempeatue Scanne,CLASS THEE MEDICAL,2017/535986/07,QUOTATION,EA,AC-404642,3/26/2020,78,1516.10,118255.80,
Pietemaitzbug,Batteies fo scannes,STADUST MAKETING,2019/622167/07,QUOTATION,EA,AC-404451,4/2/2020,60,25.00,1500.00,
Pietemaitzbug,LINEN SAVE,ACCESS MEDICAL PTY,2012/013099/07,QUOTATION,PK,AC-404625,3/25/2020,4000,1.20,4800.00,
Pietemaitzbug,SUGICAL MASK,LOGAN MEDICAL,2012/056508/07,QUOTATION,BOX,AC-450352,3/20/2020,120,862.50,103500.00,
Pietemaitzbug,TONGUE DEPESSO,BOX,1,             20.00,                                  20.00,,,,,,
Pietemaitzbug,LINEN SAVE,BOX,5,           575.00,                             2875.00,,,,,,
Pietemaitzbug,N95 Mask,BOX,25,        1380.00,                           34500.00,,,,,,
Pietemaitzbug,DISPOSABLE APONS,EACH,200,             50.00,                           10000.00,,,,,,
Pietemaitzbug,SUGICAL MASK,UMUSA KAMI SUPPLIES,2019/443164/07,QUOTATION,BOX,AC-085602,4/16/2020,1600,18.50,29600.00,
Pietemaitzbug,Seens 3panel,SIYAKHULIS TADING CC,2004/099727/23,QUOTATION,EA,AC-404649,4/2/2020,10,2800.00,28000.00,
Pietemaitzbug,Seens 3panel,SIYAKHULIS TADING CC,2004/099727/23,QUOTATION,EA,AC-404456,4/6/2020,2,2800.00,5600.00,
Pietemaitzbug,DISPOSABLE APONS,CENTAL MEDICAL,1995/003785/07,T32,pkt,AC-404645,3/31/2020,200,32.00,6400.00,
Pietemaitzbug,DISPOSABLE APONS - YELLOW,CENTAL MEDICAL,1995/003785/07,T32,PKT,AC-085460,7/21/2020,5000,0.40,2000.00,
Pietemaitzbug,DISPOSABLE APONS,CENTAL MEDICAL,1995/003785/07,T32,PKT/100,AC-404436,3/19/2020,200,32.00,6400.00,
Pietemaitzbug,Non Steile Gloves,SUPA HEALTH CAE,2007/027848/07,QUOTATION,BOX OF 100,AC-404648,4/2/2020,170,84.47,14359.90,
Pietemaitzbug,VITAL SIGN MONITO,CLASS THEE MEDICAL,2017/535986/07,T2,EACH,AC-404434,3/19/2020,11,16315.54,179470.94,
Pietemaitzbug,BP CUFF,EACH,3/19/2020,11,           120.75,                             1328.25,,,,,
Pietemaitzbug,NEBULISE,EACH,3/19/2020,10,        5184.20,                           51842.00,,,,,
Pietemaitzbug,Sugical Mask box of 50,LOGAN MEDICAL,2012/056508/07,QUOTATION,BOX,AC-404601,3/23/2020,100,862.50,86250.00,
Pietemaitzbug,Disinfactant 5lite,lite,50,           690.00,                           34500.00,,,,,,
Pietemaitzbug,SANITIZES (HAND) 25 LITE,LITE,20,        3450.00,                           69000.00,,,,,,
Pietemaitzbug,N95,BOX,175,        1380.00,                         241500.00,,,,,,
Pietemaitzbug,SANITIZES (HAND) 25 LITE,HYCHEM (PTY) LTD,2012/045088/07,QUOTATION,LITE,AC-085604,4/16/2020,49,2500.00,140875.00,
Pietemaitzbug,Sanitize,BAS PHAMACEUTICALS,2012/056577/07,T300,LT,AC-404442,3/20/2020,6100,14.44,88084.00,
Pietemaitzbug,SANITIZE,BAS PHAMACEUTICALS,2012/056577/07,T300,500ML,AC-085456,7/16/2020,5000,16.21,81050.00,
Pietemaitzbug,Bleach 25lt,KLEENLINE,2002/017805/23,QUOTATION,LT,AC-404650,4/2/2020,320,209.30,66976.00,
PIETEMAITZBUG,Mattess cove fo hospital,NEW HOIZON METAL,2000/007991/23,T24,EA,AC-404447,3/19/2020,600,677.35,406410.00,
PIETEMAITZBUG,Adjustable hospital beds with mattess,EA,90,        9973.95,                         897655.50,,,,,,
Pietemaitzbug,Sanitize and Soap Dispense,NEW HOIZON METAL,2000/007991/23,T24,EA,AC-404484,4/8/2020,330,147.75,48757.50,
Pietemaitzbug,Dispense fo pape towel,MWELASE FAMILY PTY,2016/336320/07,QUOTATION,EA,AC-450366,4/14/2020,165,880.00,145200.00,
Pietemaitzbug,OVE SHOE NON WOOVEN,UMUSA KAMI SUPPLIES,2019/443164/07,QUOTATION,EA,AC-450365,4/8/2020,200,77.19,15437.00,
Pietemaitzbug,Sugical scub,DALAWANE TADING,2007/087171/23,QUOTATION,EA,AC-404498,4/9/2020,890,280.00,249200.00,
Pietemaitzbug,Sugical scub,BAS,2012/056577/07,T32,LT,AC-404443,3/21/2020,6100,159.93,975573.00,
Pietemaitzbug,Boiocide D,CLASS THEE MEDICAL,2017/535986/07,QUOTATION,PKT,AC-404608,3/23/2020,100,4021.73,402173.00,
Pietemaitzbug,Pape towels,SHOSHO INDUSTIAL,2003/009940/23,T14-2019,BOX,AC-404433,3/19/2020,7000,12.94,90562.50,
Pietemaitzbug,Heavy duty ubbe cleaning glove,SIYAKHULIS TADING,2004/099727/23,QUOTATION,EA,AC-404431,3/19/2020,500,18.00,9000.00,
Pietemaitzbug,Full face shield (poctective ggogles),SUPA HEALTH CAE,2007/027848/07,QUOTATION,EA,AC-404429,3/19/2020,350,229.94,80479.00,
Pietemaitzbug,DISPOSABLE GOWNS,LOGAN MEDICAL,2012/056508/07,QUOTATION,EACH,AC-404609,2020.03.23,350,40.25,14087.50,
Pietemaitzbug,TOUNGE DEPPESSO,BOX,20,             20.00,                                400.00,,,,,,
Pietemaitzbug,OVE SHOE NON WOOVEN,PKT OF 100,550,           110.00,                           60500.00,,,,,,
Pietemaitzbug,LINEN SAVES,BOX,15,           575.00,                             8625.00,,,,,,
PIETEMAITZBUG,SLEEVE POTECTO SINGLE USE,PKT OF 100,20,           100.00,                             2000.00,,,,,,
Pietemaitzbug,DISPOSABLE GOWNS Medium,POMED TECHNOLOGIES,2014/162486/07,T32,EA,AC-404626,3/25/2020,200,23.14,4628.00,
Pietemaitzbug,DISPOSABLE GOWNS Lage,POMED TECHNOLOGIES,2014/162486/07,T32,EA,AC-404627,3/26/2020,150,23.83,3574.50,
Pietemaitzbug,Coole Box 2lites,DIMK PTY LTD,2016/391176/07,QUOTATION,LT,AC-404430,3/19/2020,10,515.90,5159.00,
Pietemaitzbug,Disposable Gown,EACH,500,             19.85,                             9925.00,,,,,,
Pietemaitzbug,Spay Bottles (2 lites),STADUST MAKETING,2019/622167/07,QUOTATION,EA,AC-404611,3/23/2020,300,25.00,7500.00,
Pietemaitzbug,GLOCO METE,EACH,12,        9311.11,                         111733.32,,,,,,
Pietemaitzbug,ENT SET,EACH,20,        3623.10,                           72462.00,,,,,,
Pietemaitzbug,HB METE,EACH,12,        3737.50,                           44850.00,,,,,,
Pietemaitzbug,STETHOSCOPE,EACH,15,           455.00,                             6824.96,,,,,,
Pietemaitzbug,LAYNGOSCOPE,EACH,5,        4773.13,                           23865.65,,,,,,
Pietemaitzbug,Catidges Samsung(pinting medical epots),ISING FAST TADING,2016//431333/07,QUOTATION,EACH,AC-404638,3/26/2020,10,2500.00,25000.00,
Pietemaitzbug,Catidges (pinting medical epots),SIYAKHULIS TADING,2004/099727/23,QUOTATION,EA,AC-404431,3/19/2020,10,1900.00,19000.00,
Pietemaitzbug,Heavy duty gloves,EACH,500,             18.00,                             9000.00,,,,,,
Pietemaitzbug,Batteies,EA,310,             49.00,                           15190.00,,,,,,
Pietemaitzbug,NON STEILE GLOVES MEDIUM,EVEGEEN LATEX CC,2002/057771/23,T76,BOX,AC-085644,7/3/2020,100,51.27,5127.00,
Pietemaitzbug,NON STEILE GLOVES LAGE,BOX,100,             51.27,                             5127.00,,,,,,
Pietemaitzbug,NON STEILE GLOVES,SUPA HEALTH CAE,2007/027848/07,QUOTATION,BOX,AC-404428,3/19/2020,11,42.24,46458.50,
Pietemaitzbug,LATEX GLOVES,BOX,100,           458.85,                           45885.00,,,,,,
Pietemaitzbug,Sleeve potecto (single use),UMUSA KAMI SUPPLIES,2019//443164/07,QUOTATION,BOX,AC-450365,4/8/2020,20,176.75,3535.00,
Pietemaitzbug,Flu Vaccine,KAMA BIOTECH,,T285,EA,AC-404636,3/26/2020,2450,39.93,97828.50,
Pietemaitzbug,POTECTIVE GOOGLES,UMUSA KAMI SUPPLIES,2019/443164/07,QUOTATION,EA,AC-085601,4/14/2020,350,60.00,21000.00,
Pietemaitzbug,Full face shield,HYCHEM (PTY) LTD,2012/045088/07,QUOTATION,EA,AC-085604,4/16/2020,9900,9.50,108158.00,
Pietemaitzbug,Wate boot (gumboots),BBF SAFETY,2014/095914/07,T59,PAI,AC-404444,3/19/2020,154,152.00,23408.00,
Pietemaitzbug,Colou coded mops& buckets,KWANDOKUHLE TADING,2018/255751/07,QUOTATION,EA,AC-404446,3/19/2020,70,330.00,23100.00,
Pietemaitzbug,Colou coded buckets,EA,70,           290.00,                           20300.00,,,,,,
Pietemaitzbug,Pedals,EA,80,           230.00,                           18400.00,,,,,,
Pietemaitzbug,PULSE OXIMETE,CLASS THEE MEDICAL,2017/535986/07,T2,EA,AC-404448,3/19/2020,5,5561.40,27807.00,
Wateval,,,,,,,,,,,
Wateval,WATEVAL MANAGEMENT AEA,,,,,,,,,,
Wateval,Sugical masks,"BIOLOGICAL PHAMACEUTICAL
(PTY) LTD",2013/067392/07,T296-08-271,EA,AC-085394,3/20/2020,10000,26.65,266500.00,
Wateval,Sugical masks,I.H.S.,,COVID 030,BX,AC-085435,4/21/2020,200X50,511,102200.00,
Wateval,,"BIOLOGICAL PHAMACEUTICAL
(PTY)LTD",2013/067392/07,T296-2020,EA,WV-010858,2020.05.07,30,26.65,799500.00,
Wateval,,"BIOLOGICAL PHAMACEUTICAL
(PTY)LTD",2013/067392/07,T296-2020,EA,AC-085728,2020.07.17,30,26.65,799500.00,
Wateval,N95 masks,LIOA MEDICAL SUPPLIES,2011/013434/23,T32,EA,AC-085422,4/16/2020,10000,5.35,53500.00,
Wateval,N95 masks,I.H.S.,2011/013434/23,COVID 033,BX,AC-085435,4/21/2020,100X10,413.6,41360.00,
Wateval,,LIOA MEDICAL SUPPLIES,2011/013434/23,T32,,AC-085710,2020.06.10,500,5.35,2675.00,
Wateval,Disposable Gown,POMED TECHNOLOGIES,2014/162486/07,T76-2021,EA,AC-085414,4/8/2020,1000,23.83,23830.00,
Wateval,Disposable Gown,I.H.S.,,COVID 037,EA,AC-085435,4/21/2020,500,64.25,32125.00,
Wateval,,POMED TECHNOLOGIES,2014/162486/07,T76-2021,EA,WV-010983,6/17/2020,10,23.83,238300.00,
Wateval,Full face shield (VISO),I.H.S.,,COVID 036,EA,AC-085435,4/21/2020,1000,75,75000.00,
Wateval,Full face shield (VISO),HYCHEM PTY LTD,2012/045088/07,QUOTATION,EA,AC-085707,6/10/2020,600,13.8,8280.00,
Wateval,Potective goggles ONLY,ETOLEX,2010/015353/23,QUOTATION,EA,WV-010764,3/19/2020,150,45.00,6750.00,
Wateval,Potective goggles ONLY,I.H.S.,,COVID 035,EA,AC-085435,4/21/2020,300,149,44700.00,
Wateval,Disposable apons,CENTAL MEDICAL (PTY) LTD,1995/003785/07,T76-2016,EA,AC-085388,3/18/2020,100000,0.32,32000.00,
Wateval,Disposable scub suit,POMED TECHNOLOGIES,2014/162486/07,T76-2021,EA,AC-085414,4/8/2020,200,13.57,2714.00,
EA,,POMED TECHNOLOGIES,2014/162486/07,T32-2019,,WV-010983,6/17/2020,2000,17.19,34380.00,
EA,Spill Kits Biological,CLASS THEE MEDCICAL,2017/535986/07,quotations,EA,AC-085716,2020.06.11,17,1731.90,29442.30,
Wateval,Non Steile Golves,EVEGEEN LATEX CC,2002/057771/23,T76-2020,EA,AC-085391,3/19/2020,10000,0.92,9200.00,
Wateval,,POMED TECHNOLOGIES,2014/162486/07,T76-2020,EA,AC-085418,4/8/2020,20000,0.46,9200.00,
Wateval,Non Steile Golves,I.H.S.,,COVID 025,BOX,AC-085435,4/21/2020,200x100,278,55600.00,
Wateval,Gloves latex disposable lage,POMED TECHNOLOGIES,2014/162486/07,T76-2021,EA,AC-85418,4/8/2020,20000,1.29,25800.00,
Wateval,Gloves latex disposable lage,I.H.S.,,COVID 003,BX,AC-085435,4/21/2020,100X100,138.00,13800.00,
Wateval,Gloves latex disposable lage,I.H.S.,,COVID 006,BX,AC-085435,4/21/2020,100X100,138.00,13800.00,
Wateval,,EVEGEEN LATEX CC,2002/057771/23,T76-2021,EA,AC-085708,2020.06.10,300,49.86,14958.00,
Wateval,Tempeatue Scanne,D TEMP,2013/120599/07,T32,EA,AC-085423,4/16/2020,1000,7.73,7730.00,
Wateval,Tempeatue Scanne,I.H.S.,,COVID 045,EA,AC-085435,4/21/2020,10,1888.5,18885.00,
Wateval,,VPLUS TADING,2015/338099/07,QUOTATION,EA,WV-010956,6/17/2020,20,1447.5,28950.00,
Wateval,Alcohol based hand sanitise,"LOGAN MEDICAL AND SUGICAL
SUPPLIES CC",2012/056508/07,QUOTATION,EA,AC-085393,3/20/2020,1030,189.8,195500.00,
Wateval,,Teata Supplies,2017/469259/07,QUOTATION,EA,AC-085401,3/27/2020,245,122.00,29890.00,
Wateval,,UKNP TADING,2001/005154/23,QUOTATION,EA,AC-085397,3/19/2020,60,495.00,29700.00,
Wateval,,"BAS PHAMACEUTICALS (PTY)
LTD",2012/056577/07,T-300,BT,AC-085413,4/8/2020,10000,13.89,138900.00,
Wateval,,I.H.S.,,COVID 046,BT,AC-085435,4/21/2020,250X500ML,46.37,11592.50,
Wateval,,I.H.S.,,COVID 049,BT,AC-085435,4/21/2020,40X25LT,1635.45,65418.00,
Wateval,,"BAS PHAMACEUTICALS (PTY)
LTD",2012/056577/07,T-300,BT,AC-085386,4/21/2020,1000X500ML,21.92,21920.00,
Wateval,,"JH CHEMICALS TADING AS JAVU
HOLDINGS",2015/310741/07,QUOTATION,BT,AC-085445,4/28/2020,300X500ML,63.25,18975.00,
Wateval,,"BAS PHAMACEUTICALS (PTY)
LTD",2012/056577/07,T 300,LT,AC -085717,6/22/2020,500MLX4000,14.01,56040.00,
Wateval,,"HONEY BEE TADE AND INVEST PTY
LTD",2015/376173/07,QUOTATION,LT,AC-085718,6/26/2020,260X5(1300),340.00,88400.00,
Wateval,Sugical scub 500ml,"HOSPITAL EQUIPMENT
MANUFACTUE PTY LTD",2000/000651/07,QUOTATION,BT,AC-085431,4/16/2020,400X500ML,58.8,23520.00,
,Sugical scub 5LT,"BAS PHAMACEUTICALS (PTY)
LTD",2012/056577/07,T 300,LT,AC-085717,6/22/2020,400X5LT,155.18,62072.00,
Wateval,Biocide D / Bleach,SNOTHILE BESUTHU,2016/357629/07,QUOTATION,LT,AC-085432,4/17/2020,10X25LT,12.8,3200.00,
,,INSPEC -A PEST,2007/009937/23,"EMAILDD 2020.04.14 BD 25 FOM C M
MATHENJWA WB ?",LT,WV-010990,2020.06.15,570,207.00,117990.00,
,,TIMTAKEOVAL PTY LTD,2017/234792/07,QUOTATION,LT,AC-085729,2020.07.20,1500LT,383.33,23000.00,
,Bleach,HYCHEM PTY LTD,2012/045088/07,QUOTATION,LT,AC-085706,2020.06.09,1500LT,17.48,26220.00,
Wateval,Pape towels,POMED TECHNOLOGIES,2014/162486/07,T 14111703-00008,A,AC-085392,3/19/2020,1000,55.75,55750.00,
,,POMED TECHNOLOGIES,2014/162486/07,T 14111703-00008,A,AC-085419,4/14/2020,2000,55.76,111500.00,
,,POMED TECHNOLOGIES,2014/162486/07,T232-2019,A,WV-010983,6/7/2020,5000,18.84,94200.00,
Wateval,Heavy duty ubbe cleaning glove,TCC CHEMICALS,2002/029401/23,QUOTATION,P,WV-010765,3/19/2020,600,30.00,18000.00,
,Heavy duty ubbe cleaning glove,KHULAMBULAZI,2019/181820/07,QUOTATION,P,AC-085428,4/16/2020,500,34.00,17000.00,
Wateval,Coole Box 2lites,"BOTHALE POJECTS AND
CONSTUCTIONS",2017/377599/07,QUOTATION,EA,AC-085430,4/16/2020,10,196.57,1965.70,
Wateval,Spay Bottles (2 lites),"BOTHLALE POJECTS AND
CONSTUCTION PTY LTD",2017/377599/07,QUOTATION,EA,AC-085420,4/14/2020,500X2LT,12.42,6210.00,
,Spay Bottles,I.H.S.,,COVID 054,EA,AC-085435,4/21/2020,300X500ML,24.3,7290.00,
,,INSPEC -A PEST,2007/009937/23,"EMAILDD 2020.04.14 BD 25 FOM C M
MATHENJWA WB (ITS COECT?",EA,WV-010927,6/4/2020,2,402.5,805.00,
Wateval,Plastic Coveed Matesses,SA INDUSTIAL SUPPLIES,2017/000098/07,QUOTATION,EA,AC-085429,4/16/2020,200,109.87,21974.00,
Wateval,Disposable Linen,POMED TECHNOLOGIES,2014/162486/07,T32,EA,AC-085424,4/16/2020,5000,2.18,10900.00,
Wateval,,POMED TECHNOLOGIES,2014/162486/07,T32-2019,EA,WV-010983,6/17/2020,5000,2.18,10900.00,
Wateval,Disposable coveall suits,ALFEHUTCH TADING CC,2008/130764/23,TCOVID19-014,EA,AC-085395,3/20/2020,1000,89.76,89760.00,
Wateval,Disposable coveall suits,I.H.S.,,COVID 041,EA,AC-085435,4/21/2020,200,300.11,60022.00,
Wateval,Disposable coveall suits,I.H.S.,,COVID 042,EA,AC-085435,4/21/2020,200,300.11,60022.00,
Wateval,Tongue Depesso,EVEGEEN LATEX CC,2002/057771/23,T76-2020,BOX,AC-085415,4/8/2020,300,8.68,2604.00,
Wateval,,EVEGEEN LATEX CC,2002/057771/23,T32-2019,BX,AC-085712,2020.06.10,50,8.68,434.00,
Wateval,Matess Cove fo hospitals,"HOSPITAL EQUIPMENT
MANUFACTUE PTY LTD",2000/000651/07,T24,EA,AC-085433,4/21/2020,120,563.12,67574.40,
